epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,99.0505,1.8208,3.65108,1.30974,0.00446,0.9881,0.37978,0.11867,1.76769,3.99668,1.19311,0.0003,0.0003,0.0003
2,190.864,1.79194,1.95278,1.26645,0.00441,0.97619,0.05748,0.02021,1.59766,3.85153,1.18181,0.000613862,0.000613862,0.000613862
